"","id","dorm","gender","race","gap_year","international","pre-orientation","sports","first_id","first_meet","second_id","second_meet","third_id","third_meet","fourth_id","fourth-meet","most_id","know_street","know_by_name","know_annenberg","satisfied","extra"
"322",1368,"Hurlbut Hall","Male","Asian / Pacific Islander","No","No","FOP - First-Year Outdoor Program","No",1041,"Social Events",993,"Classes",758,"Before College",900,"Mutual Friends",903,"500-1000","100-250","0-20","Very Dissatisfied",NA
"323",1559,"Pennypacker Hall","Male","White","No","No","FCU - Fall Clean-Up with Dorm Crew","No",792,"Dorm",464,"Dorm",379,"Dorm",1461,"Mutual Friends",1575,"0-50","50-100","50-100","Satisfied",NA
"324",167,"Canaday Hall","Female","White","No","Yes","FOP - First-Year Outdoor Program","No",1312,"Mutual Friends",1002,"Cultural/Racial Organization",1395,"Classes",66,"Academic/Pre-Professional Organization",1575,"250-500","50-100","0-20","Very Satisfied",NA
"325",1522,"Canaday Hall","Male","Asian / Pacific Islander","No","Yes","FIP - First-Year International Program","No",778,"Mutual Friends, Social Media, Visitas",221,"Pre-Orientation, Mutual Friends, Social Media, Academic/Pre-Professional Organization, Visitas",847,"Academic/Pre-Professional Organization",1511,"Classes",1570,"250-500","100-250","250-500","Satisfied",NA
"326",1010,"Matthews Hall","Male","Asian / Pacific Islander","No","No","FUP - First-Year Urban Program","Yes (Intermural)",828,"Dorm, Mutual Friends",1611,"Classes, Pre-Orientation, Social Events, Mutual Friends",836,"Dorm",1654,"Classes",1654,"0-50","0-50","0-20","Very Satisfied",NA
"327",615,"Matthews Hall","Male","White","No","Yes","FIP - First-Year International Program","No",970,"Dorm",1654,"Dorm",415,"Classes",1399,"Classes",1575,"500-1000","100-250","20-50","Satisfied","Unfortunately, despite the best intentions of many organizations to remedy this, friendships at Harvard often seem quite superficial - and I have significant reason to believe I am by no means alone in this sentiment. Friendship is not all about networking, Instagram, or partying - there are genuine connections to be made, and I think this should be emphasized on the campus community first and foremost by a drastic reduction in the transactional attitudes brought to campus by the plethora of Harvard pre-professional organizations but also by increasing the amount of social space available to students besides the party animals amongst us."
"328",1340,"Thayer Hall","Male","Asian / Pacific Islander","Yes","Yes","FIP - First-Year International Program","No",296,"Dorm, Pre-Orientation",1583,"Pre-Orientation, Social Events, Mutual Friends",726,"Pre-Orientation, Social Events, Mutual Friends",133,"Pre-Orientation, Social Events, Mutual Friends",1575,"100-250","0-50","20-50","Neutral",NA
"329",1119,"Grays Hall","Female","White, Asian / Pacific Islander","No","No","FOP - First-Year Outdoor Program","Yes (Varsity)",1654,"Pre-Orientation",1654,"home",1654,"Mutual Friends",1654,"Classes, Athletics",1654,"250-500","100-250","50-100","Very Satisfied","the more things you are a part of, the more you get to know people, so I was lucky to have a great entryway and to find good friends through sports/clubs/etc."
"330",1019,"Canaday Hall","Male","Asian / Pacific Islander","No","Yes","FOP - First-Year Outdoor Program","Yes (Club)",787,"Dorm",1152,"Dorm",1233,"Dorm, Creative/Performing Arts Organization",1603,"Classes, Dorm, Mutual Friends",99,"500-1000","250-500","20-50","Satisfied",NA
"331",1089,"Massachusetts Hall","Female","Asian / Pacific Islander","No","No","FCU - Fall Clean-Up with Dorm Crew","No",1382,"High School Friend",689,"Dorm",289,"High School Friend",493,"Classes, Mutual Friends",1575,"50-100","0-50","0-20","Neutral",NA
"332",1100,"Holworthy Hall","Female","White, Native American or American Indian","No","No","None","Yes (Intermural)",1549,"Dorm",1392,"Dorm",596,"Dorm",462,"Mutual Friends",854,"250-500","100-250","20-50","Very Satisfied",NA
"333",1190,"Canaday Hall","Female","Asian / Pacific Islander","No","No","FOP - First-Year Outdoor Program","Yes (Intermural)",898,"Dorm",1367,"Creative/Performing Arts Organization, Visitas",1575,"Classes",1066,"Social Events",1575,"50-100","0-50","0-20","Neutral",NA
"334",913,"Canaday Hall","Female","Hispanic or Latino","No","No","FOP - First-Year Outdoor Program","No",1177,"Classes, Dorm, Pre-Orientation, Social Events, Mutual Friends, Social Media, Cultural/Racial Organization",999,"Pre-Orientation, Social Events, Mutual Friends, Social Media, Cultural/Racial Organization",891,"Dorm",209,"Dorm",999,"50-100","50-100","20-50","Satisfied",NA
"335",1012,"Greenough Hall","Female","White","No","No","None","Yes (Varsity)",1383,"Athletics",1383,"Dorm",1162,"Athletics",1188,"Athletics",1588,"100-250","100-250","20-50","Satisfied",NA
"336",34,"Holworthy Hall","Female","White, Asian / Pacific Islander","No","No","FOP - First-Year Outdoor Program","Yes (Club)",1233,"High school",1442,"Athletics",765,"Pre-Orientation",760,"Classes",1654,"250-500","250-500","50-100","Satisfied",NA
"337",1599,"Hurlbut Hall","Male","White","No","No","FOP - First-Year Outdoor Program","No",761,"Social Events",817,"Mutual Friends",1095,"Social Events",1283,"Dorm",1512,"250-500","50-100","100-250","Satisfied","It’s pretty fun"
"338",21,"Greenough Hall","Female","Black or African American","No","Yes","None","Yes (Varsity)",1193,"Athletics",45,"Cultural/Racial Organization",590,"Athletics",540,"Dorm",236,"100-250","50-100","20-50","Satisfied","Parties suck! I do not like the social dynamic of weekends - hanging out with people is hard as there are not good (non-elitist) social spaces"
"339",1458,"Grays Hall","Male","White","No","No","None","Yes (Varsity)",1490,"Athletics",1415,"Athletics",870,"Athletics",213,"Athletics",1654,"50-100","50-100","50-100","Satisfied",NA
"340",1629,"Thayer Hall","Female","Asian / Pacific Islander","No","No","FOP - First-Year Outdoor Program","Yes (Varsity)",1383,"Mutual Friends",1531,"Pre-Orientation",620,"Mutual Friends",155,"Athletics",1011,"50-100","0-50","20-50","Satisfied",NA
"341",189,"Thayer Hall","Female","White","No","No","FYRE - First-Year Retreat and Experience","No",185,"Pre-Orientation",1195,"Dorm",211,"Mutual Friends",1013,"Dorm",303,"250-500","100-250","50-100","Satisfied",NA
"342",1287,"Thayer Hall","Female","Hispanic or Latino","No","No","None","Yes (Varsity)",204,"Athletics",478,"Dorm",834,"Dorm",672,"Athletics",1575,"100-250","100-250","20-50","Neutral",NA
"343",300,"Weld Hall","Female","White","Yes","No","None","No",1053,"Creative/Performing Arts Organization",1249,"Dorm",837,"Creative/Performing Arts Organization",184,"Mutual Friends",587,"0-50","0-50","500-1000","Very Satisfied","I’m mostly friends with a mix of ages because of clubs I’m in"
"344",298,"Mower Hall","Male","White, Asian / Pacific Islander","No","No","FAP - First-Year Arts Program","No",198,"Dorm",550,"Dorm",838,"Social Media",1313,"Mutual Friends",624,"50-100","0-50","20-50","Satisfied",NA
"345",450,"Canaday Hall","Male","Hispanic or Latino","No","No","None","Yes (Club)",442,"Dorm",721,"Dorm",96,"Dorm",705,"Dorm",808,"50-100","0-50","20-50","Neutral",NA
"346",1399,"Matthews Hall","Male","White","Yes","No","None","Yes (Varsity)",553,"Religious Organization",544,"Athletics",1179,"Annenburg",41,"Classes",1399,"50-100","50-100","500-1000","Satisfied",NA
"347",1348,"Pennypacker Hall","Male","White, Black or African American","No","No","FYRE - First-Year Retreat and Experience, FCU - Fall Clean-Up with Dorm Crew","Yes (Varsity)",1259,"Visitas",164,"Cultural/Racial Organization, Visitas, Initial contact was through Groupme",1213,"Visitas",128,"Athletics",846,"250-500","100-250","20-50","Satisfied","I feel like with a lack of cultural space for certain identities (Asian, black, latinx) these students tend to isolate themselves in an effort to make their own spaces, and I also feel like my white peers are not as open and outgoing when it comes to sharing spaces and making friends."
"348",1078,"Canaday Hall","Male","Black or African American","No","No","FCU - Fall Clean-Up with Dorm Crew","No",1028,"Classes, Mutual Friends, Social Media, Visitas",1036,"Pre-Orientation",786,"Visitas",1027,"Pre-Orientation",1469,"1000+","250-500","100-250","Satisfied","Very welcoming, especially during the beginning of the year."
"349",1049,"Matthews Hall","Male","Hispanic or Latino","No","No","FYRE - First-Year Retreat and Experience","No",465,"Pre-Orientation",463,"Creative/Performing Arts Organization",212,"Creative/Performing Arts Organization",604,"Creative/Performing Arts Organization",1575,"0-50","0-50","0-20","Satisfied",NA
"350",103,"Matthews Hall","Male","Arabic or Middle Eastern","Yes","Yes","FIP - First-Year International Program","No",1097,"Cultural/Racial Organization",1182,"Social Events, Mutual Friends, Athletics",315,"Classes",394,"Classes, Mutual Friends",413,"250-500","100-250","100-250","Very Satisfied",NA
"351",637,"Thayer Hall","Female","Asian / Pacific Islander","No","No","None","No",22,"Social Events",664,"Roommate",253,"Classes",667,"Social Events",253,"100-250","50-100","20-50","Satisfied","Everyone has been pretty great and super interesting to meet so far."
"352",1138,"Wigglesworth Hall","Female","Black or African American","No","No","FUP - First-Year Urban Program","No",1229,"Dorm, Mutual Friends, Academic/Pre-Professional Organization, Religious Organization, Public Service Organization, Government/Politics Organization",557,"Pre-Orientation, Mutual Friends, Academic/Pre-Professional Organization",519,"Classes, Mutual Friends",1203,"Classes, Cultural/Racial Organization",1575,"100-250","50-100","0-20","Satisfied","wish I could meet more people"
"353",282,"Wigglesworth Hall","Female","Asian / Pacific Islander","No","No","None","No",846,"Social Media",248,"Dorm",809,"Dorm",1248,"Classes",1575,"100-250","100-250","0-20","Neutral",NA
"354",553,"Holworthy Hall","Female","Hispanic or Latino","No","No","FOP - First-Year Outdoor Program","No",1363,"Mutual Friends",1399,"Religious Organization",854,"Classes, Pre-Orientation, Mutual Friends",1604,"Creative/Performing Arts Organization",1399,"250-500","50-100","500-1000","Satisfied",NA
"355",1623,"Thayer Hall","Female","Asian / Pacific Islander","No","Yes","FOP - First-Year Outdoor Program","No",1190,"Pre-Orientation",142,"Social Events, Mutual Friends, Social Media, Academic/Pre-Professional Organization, Before Harvard",723,"Social Events, Mutual Friends, Social Media",167,"Classes, Pre-Orientation, Social Events, Mutual Friends, Government/Politics Organization, Visitas",1575,"100-250","100-250","50-100","Satisfied",NA
"356",594,"Wigglesworth Hall","Male","White, Hispanic or Latino","No","Yes","FOP - First-Year Outdoor Program","No",1352,"Dorm",713,"Pre-Orientation",536,"Pre-Orientation",534,"Harvard Club Of Spain",1654,"100-250","100-250","20-50","Satisfied",NA
"357",543,"Canaday Hall","Female","White","No","No","FYRE - First-Year Retreat and Experience, FCU - Fall Clean-Up with Dorm Crew","No",1425,"Pre-Orientation",1031,"Pre-Orientation",783,"Dorm, Pre-Orientation",8,"Dorm",1425,"100-250","100-250","20-50","Neutral","Certain environments/clubs definitely feel more welcoming than others, and I feel like it's a lot harder to get to know upperclassmen than other first years."
"358",1079,"Pennypacker Hall","Female","African","No","Yes","FIP - First-Year International Program, FCU - Fall Clean-Up with Dorm Crew","No",38,"Pre-Orientation, Social Events, Mutual Friends, We knew each other before coming to college.",1280,"Pre-Orientation, Social Media",728,"Pre-Orientation, Mutual Friends",1445,"Social Events, Mutual Friends",1654,"250-500","50-100","0-20","Satisfied",NA
"359",1182,"Wigglesworth Hall","Male","White, Hispanic or Latino","No","No","FOP - First-Year Outdoor Program","Yes (Club)",766,"Dorm, Religious Organization",630,"Dorm, Religious Organization",103,"Social Events, Crimson Jam",418,"Classes, Athletics",99,"50-100","50-100","100-250","Satisfied",NA
"360",1645,"Matthews Hall","Male","White","Yes","No","FOP - First-Year Outdoor Program","Yes (Club)",725,"Harvard Summer School 2017",1314,"Sleep away camp in 2011",777,"Sleep away camp 2013",785,"Mutual Friends",1654,"100-250","100-250","50-100","Very Dissatisfied",NA
"361",1134,"Hollis Hall","Male","White","Yes","No","FOP - First-Year Outdoor Program","No",1124,"Dorm",136,"Classes, Mutual Friends, Religious Organization, Government/Politics Organization",1365,"Mutual Friends",858,"walking",1011,"100-250","100-250","250-500","Neutral","more deep connection. more big questions. most of all: more public spaces of vulnerability."
"362",1428,"Lionel Hall","Female","White","No","No","FUP - First-Year Urban Program","No",1070,"Dorm",786,"Dorm",1463,"Classes, Dorm",447,"I knew her before coming here",786,"100-250","100-250","50-100","Satisfied",NA
"363",142,"Holworthy Hall","Male","Asian / Pacific Islander","No","No","None","No",569,"Government/Politics Organization",237,"Government/Politics Organization",1506,"Government/Politics Organization",1623,"Government/Politics Organization",1654,"100-250","100-250","100-250","Very Satisfied",NA
"364",1058,"Greenough Hall","Female","Black or African American","Yes","Yes","FIP - First-Year International Program, FCU - Fall Clean-Up with Dorm Crew","No",1468,"Pre-Orientation, Social Events, Mutual Friends",1280,"Knew them before applying to college",NA,"Pre-Orientation, Cultural/Racial Organization",176,"Classes",176,"50-100","50-100","0-20","Neutral",NA
"365",1076,"Matthews Hall","Female","Asian / Pacific Islander","No","No","None","No",810,"Classes, Dorm",1104,"Social Events, Cultural/Racial Organization",1227,"Dorm",44,"Pre-Orientation",99,"100-250","0-50","20-50","Satisfied",NA
"366",1497,"Thayer Hall","Female","White","No","No","None","Yes (Varsity)",435,"Dorm",45,"Athletics",1061,"Social Events, Mutual Friends, Athletics",1236,"Athletics",1140,"100-250","50-100","100-250","Dissatisfied","Finals Clubs should be available to freshman so that we can make friends outside of our previous interest groups"
"367",1533,"Straus Hall","Male","White","No","No","None","Yes (Varsity)",865,"Social Events, Mutual Friends, Social Media, Athletics, From the same hometown",416,"Classes, Social Events, Mutual Friends, Social Media, Athletics",1020,"Classes, Social Events, Mutual Friends, Social Media, Athletics",1316,"Classes, Social Events, Mutual Friends, Social Media, Athletics",459,"250-500","100-250","50-100","Satisfied",NA
"368",660,"Wigglesworth Hall","Female","White","No","Yes","FIP - First-Year International Program","No",116,"Dorm",63,"Dorm",255,"Mutual Friends",86,"Pre-Orientation",86,"50-100","50-100","20-50","Neutral",NA
"369",1394,"Hollis Hall","Female","White","No","No","FOP - First-Year Outdoor Program","No",513,"High School",1165,"Dorm",385,"Mutual Friends",89,"Mutual Friends",1134,"250-500","100-250","0-20","Dissatisfied",NA
"370",786,"Lionel Hall","Female","Black or African American","No","No","None","No",1107,"We met before Harvard",1070,"Dorm",1449,"Visitas",1428,"Dorm",1430,"100-250","50-100","50-100","Very Satisfied",NA
"371",360,"Greenough Hall","Male","White, Hispanic or Latino","No","No","None","No",964,"Dorm",1242,"Dorm",1654,NA,1654,NA,757,"100-250","0-50","0-20","Satisfied",NA
"372",899,"Weld Hall","Female","Asian / Pacific Islander","Yes","No","FOP - First-Year Outdoor Program","No",242,"Classes",1408,"Dorm",737,"Dorm",498,"Social Events, Mutual Friends",1011,"100-250","50-100","0-20","Dissatisfied",NA
"373",272,"Grays Hall","Male","Asian / Pacific Islander","No","No","FCU - Fall Clean-Up with Dorm Crew","No",1024,"Pre-Orientation",1222,"Dorm",1529,"Dorm",1385,"Dorm",1078,"100-250","50-100","100-250","Neutral","It’s not that exciting save for rare occasions"
"374",375,"Stoughton Hall","Female","White, Indian","No","No","None","No",709,"Dorm",420,"Dorm, Mutual Friends",965,"Classes, Mutual Friends, Orientation",890,"Annenberg",420,"100-250","250-500","50-100","Satisfied",NA
"375",52,"Straus Hall","Male","Black or African American","No","No","None","No",56,"Dorm",509,"Dorm",71,"the Berg",835,"Dorm",1136,"0-50","0-50","0-20","Satisfied",NA
"376",1113,"Straus Hall","Female","White","No","No","FOP - First-Year Outdoor Program","Yes (Varsity)",1099,"Mutual Friends, Athletics",1237,"Friends from home",647,"Athletics",402,"Athletics",1333,"100-250","50-100","50-100","Satisfied",NA
"377",1011,"Hurlbut Hall","Male","White, Black or African American","No","No","FOP - First-Year Outdoor Program","Yes (Club)",771,"Brain Break",905,"Visitas",867,"Social Events, Mutual Friends",1467,"Social Events",1011,"500-1000","500-1000","20-50","Dissatisfied","Too self segregating and sometimes annoying"
"378",76,"Apley Court","Male","White","No","No","None","Yes (Varsity)",731,"Dorm",1160,"Classes, Athletics, Visitas",757,"Dorm, Mutual Friends",182,"Dorm, Mutual Friends",1512,"100-250","250-500","20-50","Neutral","Lots of social climbing"
"379",1277,"Matthews Hall","Male","White, Black or African American","No","No","FOP - First-Year Outdoor Program","No",671,"Classes",711,"Classes",1507,"Classes, Mutual Friends",344,"Classes, Social Events, Creative/Performing Arts Organization",218,"100-250","50-100","0-20","Satisfied",NA
"380",1546,"Matthews Hall","Female","Black or African American","No","No","FYRE - First-Year Retreat and Experience","No",176,"Classes",214,"Classes",1504,"Social Events, Mutual Friends",962,"Dorm",1259,"50-100","0-50","0-20","Satisfied",NA
"381",558,"Matthews Hall","Male","White","Yes","No","None","No",648,"High school",1654,"Religious Organization",159,"Religious Organization",869,"Religious Organization",1654,"100-250","50-100","0-20","Very Satisfied",NA
"382",1507,"Wigglesworth Hall","Female","Asian / Pacific Islander","No","Yes","FOP - First-Year Outdoor Program","No",1510,"Pre-Orientation",757,"Mutual Friends",1277,"Classes",671,"Classes",1011,"100-250","50-100","20-50","Satisfied","y'all need to chill"
"383",959,"Matthews Hall","Male","White","No","No","FOP - First-Year Outdoor Program","Yes (Club)",614,"Athletics",425,"Mutual Friends",659,"Mutual Friends",1481,"Mutual Friends",614,"50-100","0-50","0-20","Dissatisfied",NA
"384",1404,"Wigglesworth Hall","Male","Asian / Pacific Islander","No","No","FOP - First-Year Outdoor Program","No",1622,"Summer camp prior to entering Harvard",1285,"Mutual Friends",759,"Classes",778,"Classes",1575,"100-250","50-100","20-50","Satisfied",NA
"385",1236,"Weld Hall","Female","White","No","No","None","Yes (Varsity)",203,"Dorm, Social Events, Athletics",45,"Social Events, Mutual Friends, Athletics",1508,"Classes, Social Events, Mutual Friends, Social Media, Athletics",743,"Social Events, Mutual Friends, Social Media, Athletics",1140,"500-1000","250-500","100-250","Very Satisfied",NA
"386",357,"Weld Hall","Male","White","No","No","FYRE - First-Year Retreat and Experience, FCU - Fall Clean-Up with Dorm Crew","No",609,"Social Media",823,"Government/Politics Organization",1431,"Social Events",298,"Activist organization",1575,"0-50","0-50","0-20","Neutral",NA
"387",1133,"Canaday Hall","Female","White","No","No","FCU - Fall Clean-Up with Dorm Crew","No",1018,"Classes",729,"Harvard Day of Service",1231,"Classes",906,"Classes",1575,"0-50","0-50","0-20","Dissatisfied",NA
"388",636,"Canaday Hall","Male","White","No","No","None","Yes (Club)",347,"Dorm",996,"Social Club",468,"Dorm",1132,"Mutual Friends",1081,"250-500","100-250","50-100","Very Satisfied",NA
"389",682,"Canaday Hall","Male","Hispanic or Latino","No","No","FOP - First-Year Outdoor Program","No",921,"Dorm",1518,"Dorm",1388,"Mutual Friends",1606,"Visitas",624,"100-250","50-100","0-20","Satisfied",NA
"390",452,"Canaday Hall","Male","White","No","No","FCU - Fall Clean-Up with Dorm Crew","Yes (Varsity)",680,"Athletics",313,"Athletics",1063,"Athletics",1141,"Dorm, Athletics, Visitas",1078,"100-250","50-100","0-20","Very Satisfied",NA
"391",1054,"Canaday Hall","Female","Asian / Pacific Islander","No","No","None","No",117,"Dorm",314,"Dorm",1443,"Dorm",330,"Classes",846,"50-100","50-100","0-20","Satisfied",NA
"392",1141,"Canaday Hall","Male","White","No","No","FCU - Fall Clean-Up with Dorm Crew","Yes (Varsity)",380,"Athletics",1247,"Classes, Social Events, Mutual Friends, Academic/Pre-Professional Organization",1380,"Athletics",1063,"Athletics",1078,"100-250","100-250","20-50","Satisfied",NA
"393",1034,"Canaday Hall","Female","Black or African American","No","No","None","No",413,"Visitas",315,"Classes, Mutual Friends",767,"Classes",662,"Classes",1011,"100-250","50-100","0-20","Very Satisfied",NA
"394",1172,"Weld Hall","Female","Hispanic or Latino","No","No","FUP - First-Year Urban Program","No",1505,"High School",790,"Dorm",100,"Mutual Friends",1116,"Creative/Performing Arts Organization",1575,"250-500","100-250","50-100","Satisfied",NA
"395",29,"Hollis Hall","Female","Black or African American","No","No","None","No",661,"Mutual Friends",69,"Mutual Friends",931,"Social Events",196,"Mutual Friends",704,"0-50","0-50","0-20","Very Satisfied","It seems to be very racially segregated. Not by Harvard's doing, obviously, but most people spend a majority, if not all, of their time with people of similar ethnic backgrounds as themselves."
"396",954,"Greenough Hall","Female","White, Black or African American","No","No","FUP - First-Year Urban Program","No",130,"Dorm, Mutual Friends",532,"We live in the same area so we met after we both got in and became friends before coming.",1537,"Dorm, Mutual Friends",185,"Visitas",1512,"250-500","100-250","50-100","Satisfied","It is incredibly racially segregated and as a biracial woman (half black, half white) who identifies much more as black, I've definitely had to choose whether I wanted to hang out with my black friends or everyone else – it feels like there's no bridging that divide (and from my experiences during this aborted first year, it doesn't seem like anyone is particularly interested in trying).  I understand why this is, it's just a stark observation that I've made and that has contributed to me often feeling out of place."
"397",1121,"Straus Hall","Female","Black or African American","No","No","FCU - Fall Clean-Up with Dorm Crew","No",223,"High School",431,"Middle School",1489,"Mutual Friends, High School",1107,"Mutual Friends",196,"250-500","100-250","50-100","Satisfied",NA
"398",79,"Thayer Hall","Female","White","No","No","None","Yes (Varsity)",657,"Athletics",410,"Athletics",371,"Athletics",739,"Mutual Friends",100,"0-50","0-50","0-20","Very Satisfied",NA
"399",395,"Grays Hall","Female","Asian / Pacific Islander","No","No","FOP - First-Year Outdoor Program","No",129,"Dorm",1051,"Dorm",418,"Creative/Performing Arts Organization, home",914,"Dorm",1011,"50-100","50-100","20-50","Satisfied",NA
"400",85,"Grays Hall","Male","White, Native American or American Indian","No","No","FOP - First-Year Outdoor Program","No",1570,"Dorm",1640,"Classes, Dorm",875,"Mutual Friends",335,"Mutual Friends",1570,"500-1000","500-1000","500-1000","Very Satisfied",NA
"401",993,"Canaday Hall","Male","Asian / Pacific Islander","No","No","None","No",1368,"Classes, Social Events, Mutual Friends, Cultural/Racial Organization",1286,"Social Events, Mutual Friends, Cultural/Racial Organization",133,"Social Events, Mutual Friends",1626,"Dorm",1575,"250-500","250-500","500-1000","Very Satisfied",NA
"402",1312,"Pennypacker Hall","Male","White","No","No","FUP - First-Year Urban Program","Yes (Intermural)",138,"Social Events, Mutual Friends",1395,"Pre-Orientation",167,"Government/Politics Organization",580,"Mutual Friends",1512,"50-100","0-50","0-20","Very Satisfied",NA
"403",137,"Lionel Hall","Male","White","No","No","FOP - First-Year Outdoor Program","Yes (Club)",744,"Social Events, Mutual Friends",1593,"Social Events, Mutual Friends",1588,"Social Events, Mutual Friends",777,"Social Events, Athletics",1588,"250-500","100-250","50-100","Satisfied",NA
"404",479,"Matthews Hall","Male","White","No","No","None","No",711,"High School",1277,"Dorm",570,"Classes",1068,"Mutual Friends",1068,"0-50","0-50","0-20","Neutral","People have been pretty friendly"
"405",1387,"Hollis Hall","Male","White","No","No","FOP - First-Year Outdoor Program","Yes (Intermural)",1534,"Dorm, Visitas",963,"Dorm",1262,"Dorm, Religious Organization",1651,"Dorm",1134,"50-100","50-100","0-20","Dissatisfied",NA
"406",1520,"Pennypacker Hall","Female","Asian / Pacific Islander","No","No","FOP - First-Year Outdoor Program","Yes (Club)",443,"Religious Organization",728,"Religious Organization",260,"Classes",618,"Classes, We came from the same town",903,"250-500","100-250","50-100","Satisfied",NA
"407",563,"Greenough Hall","Male","White, Asian / Pacific Islander","No","No","FOP - First-Year Outdoor Program","Yes (Club)",540,"Dorm",130,"Dorm",1537,"Dorm",453,"Dorm",540,"50-100","0-50","0-20","Neutral",NA
"408",1050,"Apley Court","Female","Black or African American","No","No","FCU - Fall Clean-Up with Dorm Crew","No",93,"Government/Politics Organization",71,"Dorm",710,"Dorm",41,"Mutual Friends",1363,"0-50","0-50","0-20","Neutral",NA
"409",1251,"Straus Hall","Male","White","No","No","FAP - First-Year Arts Program","No",708,"Pre-Orientation",1292,"Pre-Orientation",257,"Pre-Orientation",226,"Creative/Performing Arts Organization",303,"50-100","0-50","20-50","Satisfied",NA
"410",237,"Hollis Hall","Male","White","No","Yes","FIP - First-Year International Program","No",142,"Social Events, Mutual Friends, Academic/Pre-Professional Organization",1506,"Classes, Social Events, Academic/Pre-Professional Organization",58,"Dorm",1623,"Classes, Social Events, Mutual Friends, Academic/Pre-Professional Organization",1575,"50-100","0-50","0-20","Neutral",NA
"411",569,"Thayer Hall","Male","White, Asian / Pacific Islander","No","No","FOP - First-Year Outdoor Program","No",142,"Academic/Pre-Professional Organization",665,"Dorm",421,"Classes, Dorm, Creative/Performing Arts Organization",151,"Knew before harvard",1575,"250-500","100-250","20-50","Satisfied",NA
"412",476,"Canaday Hall","Female","White","No","No","None","No",891,"Dorm",1506,"Classes, Dorm",283,"Classes, Academic/Pre-Professional Organization",1296,"Classes",1011,"0-50","0-50","0-20","Satisfied",NA
"413",326,"Weld Hall","Male","White, Asian / Pacific Islander","Yes","No","None","No",519,"Dorm",527,"Dorm",1390,"Dorm",797,"Dorm",1170,"100-250","100-250","100-250","Neutral",NA
